RA,NOME,REGIONAl,CodRegional,Marca,CodMarca,Campus,CodCampus
13138619,Otávio Teixeira,Sudeste,4,IES ES,12,Campus ES 1,12
13138620,Maria Sophia Monteiro,Sudeste,4,IES RJ,13,Campus RJ 1,13
13138621,Luiz Otávio das Neves,Sudeste,4,IES MG,14,Campus MG 1,14
13138622,Srta. Letícia Ribeiro,Sul,5,IES RS,15,Campus RS 1,15
13138623,João Lucas da Rosa,Sul,5,IES SC,16,Campus SC 1,16
13138624,Eduarda da Rosa,Sul,5,IES PR,17,Campus PR 1,17
13138625,Eduarda Lima,Norte,1,IES AM,1,Campus AM 2,18
13138626,Sr. Levi da Mota,Norte,1,IES RR,2,Campus RR 2,19
13138627,Anthony Peixoto,Norte,1,IES PA,3,Campus PA 2,20
13138628,Murilo Azevedo,Nordeste,2,IES BA,4,Campus BA 2,21
13138629,Ana Luiza Viana,Nordeste,2,IES RN,5,Campus RN 2,22
13138630,Alice Moura,Nordeste,2,IES SE,6,Campus SE 2,23
13138631,Diogo Azevedo,Nordeste,2,IES AL,7,Campus AL 2,24
13138632,Yasmin Gonçalves,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13138633,Antônio Martins,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13138634,Otávio Duarte,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13138635,Julia Dias,Sudeste,4,IES SP,11,Campus SP 2,28
13138636,Julia Campos,Sudeste,4,IES ES,12,Campus ES 2,29
13138637,Daniela Cunha,Sudeste,4,IES RJ,13,Campus RJ 2,30
13138638,Natália Silveira,Sudeste,4,IES SP,11,Campus SP 1,11
13138639,Benjamin da Paz,Sudeste,4,IES ES,12,Campus ES 1,12
13138640,Caio Teixeira,Sudeste,4,IES RJ,13,Campus RJ 1,13
13138641,Júlia Barros,Sudeste,4,IES MG,14,Campus MG 1,14
13138642,Melissa Cardoso,Sul,5,IES RS,15,Campus RS 1,15
13138643,Catarina Alves,Sul,5,IES SC,16,Campus SC 1,16
13138644,Rodrigo da Conceição,Sul,5,IES PR,17,Campus PR 1,17
13138645,Kevin Fernandes,Norte,1,IES AM,1,Campus AM 2,18
13138646,Dr. Guilherme das Neves,Norte,1,IES RR,2,Campus RR 2,19
13138647,Clarice Fogaça,Norte,1,IES PA,3,Campus PA 2,20
13138648,Maria Vitória Aragão,Nordeste,2,IES BA,4,Campus BA 2,21
13138649,Cauã Moraes,Nordeste,2,IES RN,5,Campus RN 2,22
13138650,Laís Lima,Nordeste,2,IES SE,6,Campus SE 2,23
13138651,Enzo Gabriel Moura,Nordeste,2,IES AL,7,Campus AL 2,24
13138652,Sr. Noah Souza,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13138653,Sabrina Moraes,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13138654,Bianca da Paz,Norte,1,IES AM,1,Campus AM 1,1
13138655,Sra. Raquel Farias,Norte,1,IES RR,2,Campus RR 1,2
13138656,Levi Silva,Norte,1,IES PA,3,Campus PA 1,3
13138657,Ryan Rodrigues,Nordeste,2,IES BA,4,Campus BA 1,4
13138658,Dra. Alice Rodrigues,Nordeste,2,IES RN,5,Campus RN 1,5
13138659,Yuri da Paz,Nordeste,2,IES SE,6,Campus SE 1,6
13138660,Sarah Cardoso,Nordeste,2,IES AL,7,Campus AL 1,7
13138661,Gabriela Moura,Centro-Oeste,3,IES GO,8,Campus GO 1,8
13138662,Dra. Sophie Silveira,Centro-Oeste,3,IES DF,9,Campus DF 1,9
13138663,Alice Cardoso,Centro-Oeste,3,IES MT,10,Campus MT 1,10
13138664,Eduardo Nascimento,Sudeste,4,IES SP,11,Campus SP 1,11
13138665,Levi Viana,Sudeste,4,IES ES,12,Campus ES 1,12
13138666,João Gabriel Porto,Sudeste,4,IES RJ,13,Campus RJ 1,13
13138667,Antônio da Costa,Sudeste,4,IES MG,14,Campus MG 1,14
13138668,Sabrina Melo,Sul,5,IES RS,15,Campus RS 1,15
13138669,Sophie Mendes,Sul,5,IES SC,16,Campus SC 1,16
13138670,João Lucas Silva,Sul,5,IES PR,17,Campus PR 1,17
13138671,Mirella Alves,Norte,1,IES AM,1,Campus AM 2,18
13138672,Larissa Peixoto,Norte,1,IES RR,2,Campus RR 2,19
13138673,Fernando Ramos,Norte,1,IES PA,3,Campus PA 2,20
13138674,Theo Teixeira,Nordeste,2,IES BA,4,Campus BA 2,21
13138675,Ana Clara Moraes,Nordeste,2,IES RN,5,Campus RN 2,22
13138676,Pietra Viana,Nordeste,2,IES SE,6,Campus SE 2,23
13138677,Lorena Pereira,Nordeste,2,IES AL,7,Campus AL 2,24
13138678,Vinicius Cavalcanti,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13138679,Caio Melo,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13138680,Mariane Alves,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13138681,Davi Lucas da Cunha,Sudeste,4,IES SP,11,Campus SP 2,28
13138682,Antônio Freitas,Sudeste,4,IES ES,12,Campus ES 2,29
13138683,Kevin da Cruz,Sudeste,4,IES RJ,13,Campus RJ 2,30
13138684,Mariane Cavalcanti,Sudeste,4,IES MG,14,Campus MG 2,31
13138685,Theo Araújo,Sul,5,IES RS,15,Campus RS 2,32
13138686,Sr. Felipe Cardoso,Sul,5,IES SC,16,Campus SC 2,33
13138687,Enzo Gabriel Pereira,Sul,5,IES PR,17,Campus PR 2,34
13138688,Luana Barros,Norte,1,IES AM,1,Campus AM 3,35
13138689,Pedro Lucas Farias,Norte,1,IES RR,2,Campus RR 3,36
13138690,Vitor Teixeira,Norte,1,IES PA,3,Campus PA 3,37
13138691,Sr. Leonardo Duarte,Nordeste,2,IES BA,4,Campus BA 3,38
13138692,Catarina Silveira,Nordeste,2,IES RN,5,Campus RN 3,39
13138693,Ana Laura Barbosa,Nordeste,2,IES SE,6,Campus SE 3,40
13138694,Theo Lima,Nordeste,2,IES AL,7,Campus AL 3,41
13138695,Valentina Dias,Centro-Oeste,3,IES GO,8,Campus GO 3,42
13138696,Renan da Mota,Centro-Oeste,3,IES DF,9,Campus DF 3,43
13138697,Luiz Otávio Fernandes,Centro-Oeste,3,IES MT,10,Campus MT 3,44
13138698,Isis Ferreira,Sudeste,4,IES SP,11,Campus SP 3,45
13138699,Sra. Maria Julia da Luz,Sudeste,4,IES ES,12,Campus ES 3,46
13138700,Ana Carvalho,Sudeste,4,IES RJ,13,Campus RJ 3,47
13138701,Raquel Silveira,Sudeste,4,IES MG,14,Campus MG 3,48
13138702,Emanuel Nascimento,Sul,5,IES RS,15,Campus RS 3,49
13138703,Laura Moraes,Sul,5,IES SC,16,Campus SC 3,50
13138704,Ana Gomes,Sul,5,IES PR,17,Campus PR 3,51
13138705,Brenda Dias,Norte,1,IES AM,1,Campus AM 4,52
13138706,Luiz Henrique Silveira,Norte,1,IES RR,2,Campus RR 4,53
13138707,Cecília da Luz,Norte,1,IES PA,3,Campus PA 4,54
13138708,Elisa Rocha,Nordeste,2,IES BA,4,Campus BA 4,55
13138709,Mirella Gonçalves,Nordeste,2,IES RN,5,Campus RN 4,56
13138710,Luna Nascimento,Nordeste,2,IES SE,6,Campus SE 4,57
13138711,Calebe da Luz,Nordeste,2,IES AL,7,Campus AL 4,58
13138712,Joana Pinto,Centro-Oeste,3,IES GO,8,Campus GO 4,59
13138713,Luiz Otávio Nascimento,Centro-Oeste,3,IES DF,9,Campus DF 4,60
13138714,Anthony Caldeira,Centro-Oeste,3,IES MT,10,Campus MT 4,61
13138715,Diogo Barros,Sudeste,4,IES SP,11,Campus SP 4,62
13138716,Srta. Maria Luiza Freitas,Sudeste,4,IES ES,12,Campus ES 4,63
13138717,Sr. Bryan Silva,Sudeste,4,IES RJ,13,Campus RJ 4,64
13138718,Bruna Farias,Sudeste,4,IES SP,11,Campus SP 1,11
13138719,Davi Luiz Alves,Sudeste,4,IES ES,12,Campus ES 1,12
13138720,Sr. Luiz Gustavo Azevedo,Sudeste,4,IES RJ,13,Campus RJ 1,13
13138721,Vinicius Ribeiro,Sudeste,4,IES MG,14,Campus MG 1,14
13138722,Marcela Cavalcanti,Sul,5,IES RS,15,Campus RS 1,15
13138723,Rafaela Rezende,Sul,5,IES SC,16,Campus SC 1,16
13138724,Dra. Vitória Sales,Sul,5,IES PR,17,Campus PR 1,17
13138725,Vinicius Souza,Norte,1,IES AM,1,Campus AM 2,18
13138726,Maria Fernanda Barros,Norte,1,IES RR,2,Campus RR 2,19
13138727,Sra. Cecília Teixeira,Norte,1,IES PA,3,Campus PA 2,20
13138728,Bernardo Ribeiro,Nordeste,2,IES BA,4,Campus BA 2,21
13138729,Rebeca da Cunha,Nordeste,2,IES RN,5,Campus RN 2,22
13138730,João Felipe Gonçalves,Nordeste,2,IES SE,6,Campus SE 2,23
13138731,Laura Farias,Nordeste,2,IES AL,7,Campus AL 2,24
13138732,Isadora Pinto,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13138733,Henrique Ramos,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13138734,André da Costa,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13138735,Daniela Costela,Sudeste,4,IES SP,11,Campus SP 2,28
13138736,Luiz Henrique Fernandes,Sudeste,4,IES ES,12,Campus ES 2,29
13138737,Gabriel Araújo,Sudeste,4,IES RJ,13,Campus RJ 2,30
13138738,Dr. Vinicius Souza,Sudeste,4,IES SP,11,Campus SP 1,11
13138739,Luigi Nascimento,Sudeste,4,IES ES,12,Campus ES 1,12
13138740,Pietra Lima,Sudeste,4,IES RJ,13,Campus RJ 1,13
13138741,Maysa Costela,Sudeste,4,IES MG,14,Campus MG 1,14
13138742,Luiz Felipe Sales,Sul,5,IES RS,15,Campus RS 1,15
13138743,Vitória Moreira,Sul,5,IES SC,16,Campus SC 1,16
13138744,Thales Souza,Sul,5,IES PR,17,Campus PR 1,17
13138745,Dr. Erick Silva,Norte,1,IES AM,1,Campus AM 2,18
13138746,Henrique das Neves,Norte,1,IES RR,2,Campus RR 2,19
13138747,Miguel Melo,Norte,1,IES PA,3,Campus PA 2,20
13138748,Isis Azevedo,Nordeste,2,IES BA,4,Campus BA 2,21
13138749,Gabrielly Melo,Nordeste,2,IES RN,5,Campus RN 2,22
13138750,Sr. Davi Lucca Monteiro,Nordeste,2,IES SE,6,Campus SE 2,23
13138751,Kaique Araújo,Nordeste,2,IES AL,7,Campus AL 2,24
13138752,Samuel Peixoto,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13138753,Luiz Gustavo Sales,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13138754,Kamilly Costa,Norte,1,IES AM,1,Campus AM 1,1
13138755,Lara Ferreira,Norte,1,IES RR,2,Campus RR 1,2
13138756,Joaquim Nunes,Norte,1,IES PA,3,Campus PA 1,3
13138757,Lorena Aragão,Nordeste,2,IES BA,4,Campus BA 1,4
13138758,Julia Pires,Nordeste,2,IES RN,5,Campus RN 1,5
13138759,Arthur Ribeiro,Nordeste,2,IES SE,6,Campus SE 1,6
13138760,Isaac da Costa,Nordeste,2,IES AL,7,Campus AL 1,7
13138761,Luana Ramos,Centro-Oeste,3,IES GO,8,Campus GO 1,8
13138762,Alana Pires,Centro-Oeste,3,IES DF,9,Campus DF 1,9
13138763,Gustavo Henrique Pinto,Centro-Oeste,3,IES MT,10,Campus MT 1,10
13138764,Giovanna da Cruz,Sudeste,4,IES SP,11,Campus SP 1,11
13138765,Mariana Cunha,Sudeste,4,IES ES,12,Campus ES 1,12
13138766,Igor Araújo,Sudeste,4,IES RJ,13,Campus RJ 1,13
13138767,Sabrina Silva,Sudeste,4,IES MG,14,Campus MG 1,14
13138768,Dr. Carlos Eduardo Cardoso,Sul,5,IES RS,15,Campus RS 1,15
13138769,Ian Moraes,Sul,5,IES SC,16,Campus SC 1,16
13138770,Dra. Ana Sophia Freitas,Sul,5,IES PR,17,Campus PR 1,17
13138771,Ana Júlia da Mota,Norte,1,IES AM,1,Campus AM 2,18
13138772,Marcelo Cavalcanti,Norte,1,IES RR,2,Campus RR 2,19
13138773,Isabella Viana,Norte,1,IES PA,3,Campus PA 2,20
13138774,Yuri Lima,Nordeste,2,IES BA,4,Campus BA 2,21
13138775,Dr. Matheus Alves,Nordeste,2,IES RN,5,Campus RN 2,22
13138776,Alexia Novaes,Nordeste,2,IES SE,6,Campus SE 2,23
13138777,Marcela da Cruz,Nordeste,2,IES AL,7,Campus AL 2,24
13138778,Mirella Moreira,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13138779,Bianca Peixoto,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13138780,Davi Lucas Porto,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13138781,Breno Cardoso,Sudeste,4,IES SP,11,Campus SP 2,28
13138782,André Correia,Sudeste,4,IES ES,12,Campus ES 2,29
13138783,Clara da Luz,Sudeste,4,IES RJ,13,Campus RJ 2,30
13138784,Sra. Cecília Oliveira,Sudeste,4,IES MG,14,Campus MG 2,31
13138785,Davi Lucca Vieira,Sul,5,IES RS,15,Campus RS 2,32
13138786,Sophia Vieira,Sul,5,IES SC,16,Campus SC 2,33
13138787,Yago Castro,Sul,5,IES PR,17,Campus PR 2,34
13138788,João Vitor Moura,Norte,1,IES AM,1,Campus AM 3,35
13138789,Alice das Neves,Norte,1,IES RR,2,Campus RR 3,36
13138790,Srta. Maria Julia Ribeiro,Norte,1,IES PA,3,Campus PA 3,37
13138791,Mirella Viana,Nordeste,2,IES BA,4,Campus BA 3,38
13138792,Vitor Nogueira,Nordeste,2,IES RN,5,Campus RN 3,39
13138793,Bernardo Gonçalves,Nordeste,2,IES SE,6,Campus SE 3,40
13138794,Enzo Gabriel das Neves,Nordeste,2,IES AL,7,Campus AL 3,41
13138795,Ana Silva,Centro-Oeste,3,IES GO,8,Campus GO 3,42
13138796,Rodrigo Cardoso,Centro-Oeste,3,IES DF,9,Campus DF 3,43
13138797,Calebe Freitas,Centro-Oeste,3,IES MT,10,Campus MT 3,44
13138798,Daniel Cunha,Sudeste,4,IES SP,11,Campus SP 3,45
13138799,Pedro Cavalcanti,Sudeste,4,IES ES,12,Campus ES 3,46
13138800,Srta. Maria Clara Gomes,Sudeste,4,IES RJ,13,Campus RJ 3,47
13138801,Luiz Felipe Teixeira,Sudeste,4,IES MG,14,Campus MG 3,48
13138802,Evelyn Costela,Sul,5,IES RS,15,Campus RS 3,49
13138803,Larissa Rocha,Sul,5,IES SC,16,Campus SC 3,50
13138804,Dr. Nicolas Mendes,Sul,5,IES PR,17,Campus PR 3,51
13138805,Maria Eduarda Ferreira,Norte,1,IES AM,1,Campus AM 4,52
13138806,Luana Fogaça,Norte,1,IES RR,2,Campus RR 4,53
13138807,Yasmin Duarte,Norte,1,IES PA,3,Campus PA 4,54
13138808,Isaac Pereira,Nordeste,2,IES BA,4,Campus BA 4,55
13138809,Bruno Azevedo,Nordeste,2,IES RN,5,Campus RN 4,56
13138810,Catarina Caldeira,Nordeste,2,IES SE,6,Campus SE 4,57
13138811,Pedro Lucas Pereira,Nordeste,2,IES AL,7,Campus AL 4,58
13138812,Bernardo Nascimento,Centro-Oeste,3,IES GO,8,Campus GO 4,59
13138813,Marcos Vinicius Porto,Centro-Oeste,3,IES DF,9,Campus DF 4,60
13138814,Antônio Sales,Centro-Oeste,3,IES MT,10,Campus MT 4,61
13138815,Manuela Farias,Sudeste,4,IES SP,11,Campus SP 4,62
13138816,Pedro Nogueira,Sudeste,4,IES ES,12,Campus ES 4,63
13138817,Manuela Moura,Sudeste,4,IES RJ,13,Campus RJ 4,64
13138818,Vitor da Cruz,Sudeste,4,IES SP,11,Campus SP 1,11
13138819,Lavínia Peixoto,Sudeste,4,IES ES,12,Campus ES 1,12
13138820,Vitor Gabriel da Mota,Sudeste,4,IES RJ,13,Campus RJ 1,13
13138821,Cauê Pires,Sudeste,4,IES MG,14,Campus MG 1,14
13138822,Anthony Farias,Sul,5,IES RS,15,Campus RS 1,15
13138823,Sarah Lopes,Sul,5,IES SC,16,Campus SC 1,16
13138824,Mirella Moura,Sul,5,IES PR,17,Campus PR 1,17
13138825,Srta. Isabella Freitas,Norte,1,IES AM,1,Campus AM 2,18
13138826,Sr. Bernardo Dias,Norte,1,IES RR,2,Campus RR 2,19
13138827,Rafael Lopes,Norte,1,IES PA,3,Campus PA 2,20
13138828,Sra. Maria Eduarda Gonçalves,Nordeste,2,IES BA,4,Campus BA 2,21
13138829,Sr. Felipe Costela,Nordeste,2,IES RN,5,Campus RN 2,22
13138830,Enzo Gabriel Almeida,Nordeste,2,IES SE,6,Campus SE 2,23
13138831,Enzo Gabriel da Rosa,Nordeste,2,IES AL,7,Campus AL 2,24
13138832,Marcelo Ribeiro,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13138833,Breno Barros,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13138834,Matheus Ramos,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13138835,Emanuella Oliveira,Sudeste,4,IES SP,11,Campus SP 2,28
13138836,Juan Peixoto,Sudeste,4,IES ES,12,Campus ES 2,29
13138837,Camila Barbosa,Sudeste,4,IES RJ,13,Campus RJ 2,30
13138838,Manuela das Neves,Sudeste,4,IES SP,11,Campus SP 1,11
13138839,Bianca Correia,Sudeste,4,IES ES,12,Campus ES 1,12
13138840,Srta. Caroline Cardoso,Sudeste,4,IES RJ,13,Campus RJ 1,13
13138841,João Gabriel Araújo,Sudeste,4,IES MG,14,Campus MG 1,14
13138842,Helena Porto,Sul,5,IES RS,15,Campus RS 1,15
13138843,Benício Santos,Sul,5,IES SC,16,Campus SC 1,16
13138844,Ryan da Rosa,Sul,5,IES PR,17,Campus PR 1,17
13138845,Eduardo Ferreira,Norte,1,IES AM,1,Campus AM 2,18
13138846,Srta. Bianca Monteiro,Norte,1,IES RR,2,Campus RR 2,19
13138847,Lucas Gabriel Ramos,Norte,1,IES PA,3,Campus PA 2,20
13138848,André Rezende,Nordeste,2,IES BA,4,Campus BA 2,21
13138849,Caio Pires,Nordeste,2,IES RN,5,Campus RN 2,22
13138850,Lucas Freitas,Nordeste,2,IES SE,6,Campus SE 2,23
13138851,Amanda Gonçalves,Nordeste,2,IES AL,7,Campus AL 2,24
13138852,Marcela Silva,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13138853,Juliana Rezende,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13138854,Dr. Luiz Fernando Nascimento,Norte,1,IES AM,1,Campus AM 1,1
13138855,Samuel Rodrigues,Norte,1,IES RR,2,Campus RR 1,2
13138856,Paulo Pires,Norte,1,IES PA,3,Campus PA 1,3
13138857,Luana Vieira,Nordeste,2,IES BA,4,Campus BA 1,4
13138858,Brenda Alves,Nordeste,2,IES RN,5,Campus RN 1,5
13138859,Kevin da Cruz,Nordeste,2,IES SE,6,Campus SE 1,6
13138860,Maria Vitória da Mata,Nordeste,2,IES AL,7,Campus AL 1,7
13138861,Sr. Marcelo Silveira,Centro-Oeste,3,IES GO,8,Campus GO 1,8
13138862,Raquel Fogaça,Centro-Oeste,3,IES DF,9,Campus DF 1,9
13138863,Enrico Almeida,Centro-Oeste,3,IES MT,10,Campus MT 1,10
13138864,Beatriz Alves,Sudeste,4,IES SP,11,Campus SP 1,11
13138865,Marina Campos,Sudeste,4,IES ES,12,Campus ES 1,12
13138866,Dr. Pedro Henrique Costela,Sudeste,4,IES RJ,13,Campus RJ 1,13
13138867,Felipe da Cunha,Sudeste,4,IES MG,14,Campus MG 1,14
13138868,Sr. Murilo Rezende,Sul,5,IES RS,15,Campus RS 1,15
13138869,Brenda Cardoso,Sul,5,IES SC,16,Campus SC 1,16
13138870,Srta. Marcela Costela,Sul,5,IES PR,17,Campus PR 1,17
13138871,Nathan Cardoso,Norte,1,IES AM,1,Campus AM 2,18
13138872,Mariana Moura,Norte,1,IES RR,2,Campus RR 2,19
13138873,Vitória Gonçalves,Norte,1,IES PA,3,Campus PA 2,20
13138874,Arthur da Rosa,Nordeste,2,IES BA,4,Campus BA 2,21
13138875,Sra. Maria Sophia Peixoto,Nordeste,2,IES RN,5,Campus RN 2,22
13138876,Raquel Aragão,Nordeste,2,IES SE,6,Campus SE 2,23
13138877,Larissa Jesus,Nordeste,2,IES AL,7,Campus AL 2,24
13138878,Nathan Monteiro,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13138879,Letícia Freitas,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13138880,Srta. Rebeca Barros,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13138881,Lorenzo da Mata,Sudeste,4,IES SP,11,Campus SP 2,28
13138882,Kaique Gomes,Sudeste,4,IES ES,12,Campus ES 2,29
13138883,Davi Fernandes,Sudeste,4,IES RJ,13,Campus RJ 2,30
13138884,Davi Lucca Cavalcanti,Sudeste,4,IES MG,14,Campus MG 2,31
13138885,Eloah Fernandes,Sul,5,IES RS,15,Campus RS 2,32
13138886,Marcos Vinicius Fernandes,Sul,5,IES SC,16,Campus SC 2,33
13138887,Sarah Nunes,Sul,5,IES PR,17,Campus PR 2,34
13138888,Lorena Cunha,Norte,1,IES AM,1,Campus AM 3,35
13138889,Maria Luiza Vieira,Norte,1,IES RR,2,Campus RR 3,36
13138890,Vinicius da Mota,Norte,1,IES PA,3,Campus PA 3,37
13138891,Caroline Monteiro,Nordeste,2,IES BA,4,Campus BA 3,38
13138892,Srta. Eduarda Lima,Nordeste,2,IES RN,5,Campus RN 3,39
13138893,Raquel Mendes,Nordeste,2,IES SE,6,Campus SE 3,40
13138894,Ana Lívia da Mata,Nordeste,2,IES AL,7,Campus AL 3,41
13138895,Juan Castro,Centro-Oeste,3,IES GO,8,Campus GO 3,42
13138896,Bruno Mendes,Centro-Oeste,3,IES DF,9,Campus DF 3,43
13138897,Nathan Peixoto,Centro-Oeste,3,IES MT,10,Campus MT 3,44
13138898,Valentina Rocha,Sudeste,4,IES SP,11,Campus SP 3,45
13138899,Pedro Miguel Alves,Sudeste,4,IES ES,12,Campus ES 3,46
13138900,Murilo Viana,Sudeste,4,IES RJ,13,Campus RJ 3,47
13138901,Brenda Pinto,Sudeste,4,IES MG,14,Campus MG 3,48
13138902,Nicolas da Cruz,Sul,5,IES RS,15,Campus RS 3,49
13138903,Nicole Alves,Sul,5,IES SC,16,Campus SC 3,50
13138904,Maria Sophia Duarte,Sul,5,IES PR,17,Campus PR 3,51
13138905,Daniel Carvalho,Norte,1,IES AM,1,Campus AM 4,52
13138906,Giovanna Dias,Norte,1,IES RR,2,Campus RR 4,53
13138907,Sra. Lívia da Costa,Norte,1,IES PA,3,Campus PA 4,54
13138908,Clara Pereira,Nordeste,2,IES BA,4,Campus BA 4,55
13138909,Emilly da Mata,Nordeste,2,IES RN,5,Campus RN 4,56
13138910,Dr. Fernando Castro,Nordeste,2,IES SE,6,Campus SE 4,57
13138911,Clarice Costa,Nordeste,2,IES AL,7,Campus AL 4,58
13138912,Davi Lucas Lopes,Centro-Oeste,3,IES GO,8,Campus GO 4,59
13138913,Marina Nogueira,Centro-Oeste,3,IES DF,9,Campus DF 4,60
13138914,Heloísa Melo,Centro-Oeste,3,IES MT,10,Campus MT 4,61
13138915,Emanuel Almeida,Sudeste,4,IES SP,11,Campus SP 4,62
13138916,João Lucas Mendes,Sudeste,4,IES ES,12,Campus ES 4,63
13138917,Ana Vitória Almeida,Sudeste,4,IES RJ,13,Campus RJ 4,64
13138918,Milena da Rocha,Sudeste,4,IES SP,11,Campus SP 1,11
13138919,Sarah da Costa,Sudeste,4,IES ES,12,Campus ES 1,12
13138920,Brenda Aragão,Sudeste,4,IES RJ,13,Campus RJ 1,13
13138921,Levi Vieira,Sudeste,4,IES MG,14,Campus MG 1,14
13138922,Giovanna das Neves,Sul,5,IES RS,15,Campus RS 1,15
13138923,Matheus Silveira,Sul,5,IES SC,16,Campus SC 1,16
13138924,Vitor Hugo Jesus,Sul,5,IES PR,17,Campus PR 1,17
13138925,Sabrina Souza,Norte,1,IES AM,1,Campus AM 2,18
13138926,Pietro Pinto,Norte,1,IES RR,2,Campus RR 2,19
13138927,João Vitor Barros,Norte,1,IES PA,3,Campus PA 2,20
13138928,Dr. Luiz Otávio Nunes,Nordeste,2,IES BA,4,Campus BA 2,21
13138929,Sr. Augusto Barbosa,Nordeste,2,IES RN,5,Campus RN 2,22
13138930,Nicolas Fogaça,Nordeste,2,IES SE,6,Campus SE 2,23
13138931,Diego Peixoto,Nordeste,2,IES AL,7,Campus AL 2,24
13138932,Yasmin da Rosa,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13138933,Alícia Souza,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13138934,Julia da Mata,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13138935,Dr. Heitor Novaes,Sudeste,4,IES SP,11,Campus SP 2,28
13138936,Bruna Cavalcanti,Sudeste,4,IES ES,12,Campus ES 2,29
13138937,Davi Lucas Duarte,Sudeste,4,IES RJ,13,Campus RJ 2,30
13138938,Rafaela Cardoso,Sudeste,4,IES SP,11,Campus SP 1,11
13138939,Guilherme Moraes,Sudeste,4,IES ES,12,Campus ES 1,12
13138940,Benício da Rocha,Sudeste,4,IES RJ,13,Campus RJ 1,13
13138941,Emanuella da Mota,Sudeste,4,IES MG,14,Campus MG 1,14
13138942,Thiago da Mota,Sul,5,IES RS,15,Campus RS 1,15
13138943,Ana Carolina Souza,Sul,5,IES SC,16,Campus SC 1,16
13138944,Nicole da Cunha,Sul,5,IES PR,17,Campus PR 1,17
13138945,Vicente Nunes,Norte,1,IES AM,1,Campus AM 2,18
13138946,Sra. Ana Beatriz da Cunha,Norte,1,IES RR,2,Campus RR 2,19
13138947,Sra. Heloísa Ferreira,Norte,1,IES PA,3,Campus PA 2,20
13138948,João Miguel Pereira,Nordeste,2,IES BA,4,Campus BA 2,21
13138949,Otávio Cardoso,Nordeste,2,IES RN,5,Campus RN 2,22
13138950,Daniela Cavalcanti,Nordeste,2,IES SE,6,Campus SE 2,23
13138951,Dr. Luigi Cavalcanti,Nordeste,2,IES AL,7,Campus AL 2,24
13138952,Sra. Emanuella da Cunha,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13138953,Dra. Ana Laura Ferreira,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13138954,Laura da Cunha,Norte,1,IES AM,1,Campus AM 1,1
13138955,Kevin Cardoso,Norte,1,IES RR,2,Campus RR 1,2
13138956,Brenda Araújo,Norte,1,IES PA,3,Campus PA 1,3
13138957,Vitória Pereira,Nordeste,2,IES BA,4,Campus BA 1,4
13138958,Dr. Otávio Lima,Nordeste,2,IES RN,5,Campus RN 1,5
13138959,Ana Júlia da Costa,Nordeste,2,IES SE,6,Campus SE 1,6
13138960,Sr. Yuri Pereira,Nordeste,2,IES AL,7,Campus AL 1,7
13138961,Srta. Alexia Oliveira,Centro-Oeste,3,IES GO,8,Campus GO 1,8
13138962,Dra. Valentina Monteiro,Centro-Oeste,3,IES DF,9,Campus DF 1,9
13138963,Lucas Gabriel Pereira,Centro-Oeste,3,IES MT,10,Campus MT 1,10
13138964,Miguel Caldeira,Sudeste,4,IES SP,11,Campus SP 1,11
13138965,Sabrina Pinto,Sudeste,4,IES ES,12,Campus ES 1,12
13138966,Heitor da Rosa,Sudeste,4,IES RJ,13,Campus RJ 1,13
13138967,Valentina Gonçalves,Sudeste,4,IES MG,14,Campus MG 1,14
13138968,Dr. Yuri da Cruz,Sul,5,IES RS,15,Campus RS 1,15
13138969,Luna Sales,Sul,5,IES SC,16,Campus SC 1,16
13138970,Bárbara Cardoso,Sul,5,IES PR,17,Campus PR 1,17
13138971,Amanda Duarte,Norte,1,IES AM,1,Campus AM 2,18
13138972,Emanuelly Cardoso,Norte,1,IES RR,2,Campus RR 2,19
